InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV011477,PROD8790,Pen Set,3,2023-03-14,137.19,8735,UK
INV011477,PROD1962,Notebook,2,2023-03-14,69.03,8735,UK
INV011478,PROD2984,Tablet,4,2023-03-20,158.03,3749,USA
INV011478,PROD0672,Stylus Pen,3,2023-03-20,95.8,3749,USA
INV011479,PROD5865,Mouse,1,2023-10-23,39.28,6616,UK
INV011480,PROD1962,Notebook,1,2023-12-11,153.65,7581,UK
INV011480,PROD6553,Water Bottle,4,2023-12-11,25.05,7581,UK
INV011480,PROD9858,Screen Protector,4,2023-12-11,23.54,7581,UK
INV011480,PROD7703,Headphones,4,2023-12-11,185.82,7581,UK
INV011480,PROD5865,Mouse,4,2023-12-11,176.58,7581,UK
INV011481,PROD7933,Bluetooth Speaker,4,2023-01-06,156.32,7967,USA
INV011481,PROD1615,Laptop,3,2023-01-06,156.82,7967,USA
INV011481,PROD4970,Tablet Cover,3,2023-01-06,78.08,7967,USA
INV011482,PROD3746,Keyboard,3,2023-08-12,63.4,8837,Germany
INV011482,PROD3803,Charger,1,2023-08-12,196.44,8837,Germany
INV011482,PROD1496,Gaming Chair,1,2023-08-12,52.21,8837,Germany
INV011482,PROD7124,Desk Lamp,3,2023-08-12,24.45,8837,Germany
INV011483,PROD8790,Pen Set,1,2023-03-06,28.25,9284,USA
INV011483,PROD9858,Screen Protector,2,2023-03-06,37.69,9284,USA
INV011484,PROD9673,Smartphone,4,2024-02-09,177.52,2416,Canada
INV011484,PROD3803,Charger,3,2024-02-09,122.29,2416,Canada
INV011485,PROD9731,USB Drive,4,2024-01-11,130.91,3634,USA
INV011485,PROD4418,Webcam,4,2024-01-11,61.91,3634,USA
INV011485,PROD7124,Desk Lamp,4,2024-01-11,121.59,3634,USA
INV011486,PROD3803,Charger,3,2023-07-04,83.82,4845,USA
INV011487,PROD5865,Mouse,3,2023-04-06,100.76,8796,UK
INV011487,PROD1615,Laptop,2,2023-04-06,89.03,8796,UK
INV011488,PROD3803,Charger,2,2023-06-01,182.53,4927,USA
INV011488,PROD0523,Paper Clips,2,2023-06-01,178.31,4927,USA
INV011488,PROD2984,Tablet,4,2023-06-01,191.94,4927,USA
INV011489,PROD9858,Screen Protector,4,2023-11-05,47.03,6892,USA
INV011489,PROD1496,Gaming Chair,3,2023-11-05,82.88,6892,USA
INV011489,PROD2354,Phone Case,2,2023-11-05,6.62,6892,USA
INV011489,PROD3746,Keyboard,3,2023-11-05,179.33,6892,USA
INV011489,PROD7124,Desk Lamp,4,2023-11-05,194.02,6892,USA
INV011490,PROD8790,Pen Set,4,2023-08-12,141.62,2878,USA
INV011491,PROD9858,Screen Protector,4,2023-12-09,39.76,6852,USA
INV011491,PROD2354,Phone Case,3,2023-12-09,25.59,6852,USA
INV011492,PROD7933,Bluetooth Speaker,1,2023-09-05,73.25,1062,UK
INV011492,PROD4418,Webcam,3,2023-09-05,71.53,1062,UK
INV011492,PROD0672,Stylus Pen,1,2023-09-05,173.62,1062,UK
INV011492,PROD5865,Mouse,2,2023-09-05,163.35,1062,UK
INV011492,PROD2354,Phone Case,4,2023-09-05,28.42,1062,UK
INV011493,PROD0672,Stylus Pen,1,2023-06-18,49.04,9548,USA
INV011493,PROD2354,Phone Case,1,2023-06-18,68.8,9548,USA
INV011493,PROD9673,Smartphone,3,2023-06-18,101.86,9548,USA
INV011494,PROD7124,Desk Lamp,2,2024-02-26,89.18,2025,Germany
INV011494,PROD1496,Gaming Chair,4,2024-02-26,128.46,2025,Germany
INV011495,PROD9673,Smartphone,1,2023-09-22,74.31,2150,UK
INV011495,PROD3803,Charger,1,2023-09-22,154.18,2150,UK
INV011495,PROD2354,Phone Case,3,2023-09-22,14.78,2150,UK
INV011495,PROD9858,Screen Protector,1,2023-09-22,190.54,2150,UK
INV011496,PROD6663,Stapler,2,2024-01-04,173.56,3499,USA
INV011496,PROD1962,Notebook,2,2024-01-04,107.82,3499,USA
INV011497,PROD9673,Smartphone,2,2023-02-08,112.54,2871,Germany
INV011497,PROD2354,Phone Case,4,2023-02-08,45.1,2871,Germany
INV011497,PROD9858,Screen Protector,1,2023-02-08,165.68,2871,Germany
INV011498,PROD6553,Water Bottle,3,2023-05-28,28.39,7499,Germany
INV011498,PROD1496,Gaming Chair,2,2023-05-28,174.9,7499,Germany
INV011498,PROD9858,Screen Protector,3,2023-05-28,79.46,7499,Germany
INV011499,PROD1962,Notebook,2,2023-08-27,109.95,5107,Germany
INV011499,PROD8790,Pen Set,1,2023-08-27,107.97,5107,Germany
INV011500,PROD2984,Tablet,3,2023-08-30,117.43,7458,UK
INV011500,PROD4970,Tablet Cover,3,2023-08-30,194.36,7458,UK
INV011500,PROD0672,Stylus Pen,1,2023-08-30,28.94,7458,UK
INV011501,PROD1962,Notebook,3,2023-03-04,171.36,2149,UK
INV011501,PROD8790,Pen Set,1,2023-03-04,157.29,2149,UK
INV011502,PROD6663,Stapler,4,2023-02-26,137.41,1700,Germany
INV011502,PROD0672,Stylus Pen,1,2023-02-26,91.25,1700,Germany
INV011502,PROD4418,Webcam,4,2023-02-26,120.75,1700,Germany
INV011502,PROD9731,USB Drive,2,2023-02-26,172.46,1700,Germany
INV011502,PROD0523,Paper Clips,4,2023-02-26,197.26,1700,Germany
INV011503,PROD9731,USB Drive,4,2023-01-21,76.76,2649,France
INV011503,PROD7703,Headphones,4,2023-01-21,69.68,2649,France
INV011503,PROD5865,Mouse,2,2023-01-21,64.26,2649,France
INV011503,PROD4970,Tablet Cover,1,2023-01-21,167.41,2649,France
INV011504,PROD3746,Keyboard,3,2024-02-19,199.67,3256,USA
INV011505,PROD4970,Tablet Cover,1,2023-06-27,159.28,3487,UK
INV011505,PROD9731,USB Drive,3,2023-06-27,34.19,3487,UK
INV011505,PROD7124,Desk Lamp,2,2023-06-27,21.74,3487,UK
INV011505,PROD7703,Headphones,2,2023-06-27,87.85,3487,UK
INV011506,PROD8790,Pen Set,2,2023-04-03,89.26,2154,USA
INV011506,PROD2354,Phone Case,2,2023-04-03,47.44,2154,USA
INV011506,PROD4129,Power Bank,3,2023-04-03,68.71,2154,USA
INV011507,PROD1690,Monitor,1,2023-07-31,172.54,4403,UK
INV011508,PROD3746,Keyboard,3,2023-05-23,171.36,4194,USA
INV011508,PROD2984,Tablet,4,2023-05-23,8.06,4194,USA
INV011509,PROD6553,Water Bottle,2,2023-11-19,49.12,3959,USA
INV011509,PROD2984,Tablet,1,2023-11-19,68.07,3959,USA
INV011509,PROD4129,Power Bank,4,2023-11-19,45.38,3959,USA
INV011510,PROD2354,Phone Case,4,2023-09-03,127.19,1737,UK
INV011511,PROD7852,Coffee Mug,1,2023-07-23,53.85,4051,USA
INV011511,PROD0672,Stylus Pen,2,2023-07-23,173.47,4051,USA
INV011511,PROD1615,Laptop,4,2023-07-23,77.95,4051,USA
INV011512,PROD0523,Paper Clips,4,2024-01-14,197.34,3296,UK
INV011512,PROD0552,Desk Organizer,3,2024-01-14,128.49,3296,UK
INV011512,PROD8790,Pen Set,1,2024-01-14,15.64,3296,UK
INV011512,PROD1962,Notebook,3,2024-01-14,95.58,3296,UK
INV011512,PROD7852,Coffee Mug,3,2024-01-14,83.78,3296,UK
INV011513,PROD0523,Paper Clips,3,2024-02-06,50.97,2004,France
INV011513,PROD4970,Tablet Cover,1,2024-02-06,42.42,2004,France
INV011513,PROD1690,Monitor,1,2024-02-06,69.95,2004,France
INV011513,PROD7703,Headphones,3,2024-02-06,66.11,2004,France
INV011513,PROD1962,Notebook,1,2024-02-06,82.26,2004,France
INV011514,PROD1962,Notebook,4,2023-09-02,178.4,1684,UK
INV011514,PROD6663,Stapler,3,2023-09-02,88.1,1684,UK
INV011514,PROD1690,Monitor,2,2023-09-02,127.05,1684,UK
INV011514,PROD0523,Paper Clips,2,2023-09-02,55.06,1684,UK
INV011515,PROD3803,Charger,3,2023-09-26,99.85,7436,UK
INV011515,PROD6553,Water Bottle,1,2023-09-26,107.44,7436,UK
INV011515,PROD7933,Bluetooth Speaker,3,2023-09-26,134.17,7436,UK
INV011515,PROD4970,Tablet Cover,3,2023-09-26,63.98,7436,UK
INV011516,PROD2354,Phone Case,2,2024-02-25,79.59,1394,UK
INV011516,PROD2984,Tablet,3,2024-02-25,137.25,1394,UK
INV011516,PROD7124,Desk Lamp,3,2024-02-25,157.94,1394,UK
INV011517,PROD6553,Water Bottle,3,2023-11-04,30.52,2421,France
INV011518,PROD5865,Mouse,1,2023-08-29,77.02,2466,UK
INV011518,PROD4418,Webcam,1,2023-08-29,110.62,2466,UK
INV011518,PROD2354,Phone Case,3,2023-08-29,23.67,2466,UK
INV011518,PROD2984,Tablet,3,2023-08-29,161.37,2466,UK
INV011518,PROD7703,Headphones,1,2023-08-29,79.36,2466,UK
INV011519,PROD8790,Pen Set,4,2023-06-29,138.46,6855,Canada
INV011520,PROD5865,Mouse,3,2023-06-20,88.02,2292,USA
INV011520,PROD2984,Tablet,2,2023-06-20,101.57,2292,USA
INV011520,PROD4129,Power Bank,3,2023-06-20,140.62,2292,USA
INV011520,PROD0552,Desk Organizer,4,2023-06-20,156.18,2292,USA
INV011520,PROD9673,Smartphone,4,2023-06-20,113.74,2292,USA
INV011521,PROD5865,Mouse,4,2023-04-25,165.03,7647,UK
INV011521,PROD5377,Calendar,4,2023-04-25,108.41,7647,UK
INV011521,PROD9858,Screen Protector,1,2023-04-25,179.63,7647,UK
INV011521,PROD2354,Phone Case,2,2023-04-25,156.58,7647,UK
INV011522,PROD2984,Tablet,4,2023-05-11,182.33,4114,USA
INV011523,PROD4970,Tablet Cover,4,2024-02-28,127.93,2436,USA
INV011523,PROD0672,Stylus Pen,4,2024-02-28,130.36,2436,USA
INV011523,PROD2984,Tablet,1,2024-02-28,188.42,2436,USA
INV011524,PROD9858,Screen Protector,2,2023-03-14,60.95,4317,UK
INV011524,PROD0552,Desk Organizer,2,2023-03-14,10.63,4317,UK
INV011524,PROD1496,Gaming Chair,1,2023-03-14,59.3,4317,UK
INV011524,PROD1690,Monitor,3,2023-03-14,145.16,4317,UK
INV011524,PROD9673,Smartphone,2,2023-03-14,38.92,4317,UK
INV011525,PROD7703,Headphones,2,2023-08-09,195.52,7936,USA
INV011526,PROD3803,Charger,4,2023-04-06,21.63,4975,Canada
INV011526,PROD5377,Calendar,1,2023-04-06,140.21,4975,Canada
INV011526,PROD0672,Stylus Pen,4,2023-04-06,118.68,4975,Canada
INV011526,PROD6663,Stapler,4,2023-04-06,40.07,4975,Canada
INV011526,PROD4129,Power Bank,4,2023-04-06,16.92,4975,Canada
INV011527,PROD2354,Phone Case,3,2023-05-26,110.15,4934,USA
INV011527,PROD5377,Calendar,4,2023-05-26,83.26,4934,USA
INV011527,PROD4970,Tablet Cover,3,2023-05-26,122.64,4934,USA
INV011527,PROD8790,Pen Set,4,2023-05-26,89.84,4934,USA
INV011527,PROD7124,Desk Lamp,3,2023-05-26,91.94,4934,USA
INV011528,PROD1615,Laptop,3,2023-07-08,19.0,6587,France
INV011529,PROD7852,Coffee Mug,4,2023-05-10,150.37,6885,Germany
INV011529,PROD6553,Water Bottle,2,2023-05-10,48.44,6885,Germany
INV011530,PROD4418,Webcam,1,2024-02-03,184.67,3607,USA
INV011530,PROD7703,Headphones,4,2024-02-03,125.47,3607,USA
INV011530,PROD1690,Monitor,3,2024-02-03,138.14,3607,USA
INV011531,PROD7852,Coffee Mug,1,2023-04-25,140.65,9491,USA
INV011531,PROD0523,Paper Clips,4,2023-04-25,124.94,9491,USA
INV011531,PROD4418,Webcam,2,2023-04-25,32.25,9491,USA
INV011531,PROD3746,Keyboard,4,2023-04-25,187.5,9491,USA
INV011532,PROD3803,Charger,2,2023-09-06,44.39,3834,USA
INV011533,PROD0552,Desk Organizer,4,2023-02-12,69.01,8165,USA
INV011533,PROD7852,Coffee Mug,2,2023-02-12,66.72,8165,USA
INV011533,PROD2984,Tablet,3,2023-02-12,134.07,8165,USA
INV011534,PROD9673,Smartphone,1,2023-08-09,150.03,1414,USA
INV011534,PROD3803,Charger,3,2023-08-09,21.26,1414,USA
INV011534,PROD9858,Screen Protector,4,2023-08-09,114.25,1414,USA
INV011535,PROD9731,USB Drive,3,2023-03-10,185.61,6672,Canada
INV011536,PROD5865,Mouse,4,2023-03-31,47.47,9898,France
INV011536,PROD9673,Smartphone,3,2023-03-31,114.12,9898,France
INV011537,PROD5865,Mouse,3,2023-04-15,119.79,1982,USA
INV011537,PROD0672,Stylus Pen,3,2023-04-15,21.28,1982,USA
INV011538,PROD5865,Mouse,2,2023-12-10,76.58,2946,USA
INV011539,PROD0672,Stylus Pen,2,2023-02-11,8.79,3925,UK
INV011539,PROD2984,Tablet,3,2023-02-11,10.52,3925,UK
INV011539,PROD4970,Tablet Cover,3,2023-02-11,166.74,3925,UK
INV011540,PROD7933,Bluetooth Speaker,4,2023-04-29,135.62,7818,Germany
INV011540,PROD0672,Stylus Pen,1,2023-04-29,46.6,7818,Germany
INV011540,PROD7852,Coffee Mug,4,2023-04-29,75.85,7818,Germany
INV011540,PROD2984,Tablet,4,2023-04-29,126.01,7818,Germany
INV011540,PROD7124,Desk Lamp,1,2023-04-29,110.87,7818,Germany
INV011541,PROD3746,Keyboard,1,2023-12-10,36.51,9315,Canada
INV011541,PROD1615,Laptop,3,2023-12-10,144.95,9315,Canada
INV011541,PROD5865,Mouse,3,2023-12-10,124.54,9315,Canada
INV011542,PROD4970,Tablet Cover,2,2023-06-15,147.86,5117,USA
INV011542,PROD0672,Stylus Pen,2,2023-06-15,153.65,5117,USA
INV011543,PROD4418,Webcam,3,2024-01-11,53.82,9916,Germany
INV011543,PROD9858,Screen Protector,1,2024-01-11,80.96,9916,Germany
INV011543,PROD1962,Notebook,1,2024-01-11,12.07,9916,Germany
INV011543,PROD6553,Water Bottle,2,2024-01-11,88.87,9916,Germany
INV011544,PROD4970,Tablet Cover,2,2023-10-17,191.31,5731,USA
INV011545,PROD4418,Webcam,3,2024-01-09,52.62,9032,France
INV011545,PROD2354,Phone Case,1,2024-01-09,16.32,9032,France
INV011545,PROD5377,Calendar,1,2024-01-09,150.12,9032,France
INV011545,PROD0552,Desk Organizer,2,2024-01-09,164.33,9032,France
INV011546,PROD3746,Keyboard,4,2023-01-29,124.24,7359,USA
INV011546,PROD3803,Charger,3,2023-01-29,63.07,7359,USA
INV011546,PROD1615,Laptop,1,2023-01-29,103.91,7359,USA
INV011546,PROD2984,Tablet,3,2023-01-29,24.72,7359,USA
INV011546,PROD5865,Mouse,1,2023-01-29,196.57,7359,USA
INV011547,PROD4418,Webcam,2,2023-02-18,124.19,7707,USA
INV011548,PROD1962,Notebook,4,2024-02-03,78.22,3600,USA
INV011548,PROD6663,Stapler,3,2024-02-03,24.58,3600,USA
INV011549,PROD9731,USB Drive,4,2023-04-19,133.04,8595,USA
INV011549,PROD9673,Smartphone,3,2023-04-19,139.18,8595,USA
INV011549,PROD7124,Desk Lamp,3,2023-04-19,42.51,8595,USA
INV011549,PROD1496,Gaming Chair,4,2023-04-19,106.98,8595,USA
INV011550,PROD9731,USB Drive,4,2023-09-28,110.84,4120,France
INV011550,PROD2354,Phone Case,1,2023-09-28,188.92,4120,France
INV011550,PROD7124,Desk Lamp,1,2023-09-28,98.31,4120,France
INV011551,PROD4970,Tablet Cover,1,2023-10-31,107.87,2803,UK
INV011551,PROD7852,Coffee Mug,3,2023-10-31,71.12,2803,UK
INV011551,PROD1615,Laptop,2,2023-10-31,161.06,2803,UK
INV011551,PROD6663,Stapler,3,2023-10-31,27.87,2803,UK
INV011552,PROD6663,Stapler,2,2023-05-26,83.14,4574,USA
INV011552,PROD1496,Gaming Chair,4,2023-05-26,171.36,4574,USA
INV011552,PROD1615,Laptop,4,2023-05-26,71.32,4574,USA
INV011552,PROD9858,Screen Protector,3,2023-05-26,108.6,4574,USA
INV011552,PROD7703,Headphones,3,2023-05-26,134.71,4574,USA
INV011553,PROD7124,Desk Lamp,1,2023-06-10,181.92,2120,USA
INV011553,PROD4418,Webcam,1,2023-06-10,111.57,2120,USA
INV011553,PROD8790,Pen Set,2,2023-06-10,62.74,2120,USA
INV011553,PROD0523,Paper Clips,4,2023-06-10,161.73,2120,USA
INV011553,PROD1615,Laptop,1,2023-06-10,159.97,2120,USA
INV011554,PROD9673,Smartphone,4,2023-09-30,32.46,4457,USA
INV011554,PROD2354,Phone Case,1,2023-09-30,133.69,4457,USA
INV011555,PROD8790,Pen Set,2,2023-11-07,87.97,6577,Germany
INV011555,PROD0523,Paper Clips,1,2023-11-07,175.43,6577,Germany
INV011555,PROD3803,Charger,3,2023-11-07,70.01,6577,Germany
INV011556,PROD7703,Headphones,4,2023-01-15,60.28,2828,USA
INV011557,PROD7124,Desk Lamp,1,2023-11-08,116.97,6656,Germany
INV011557,PROD2354,Phone Case,1,2023-11-08,199.25,6656,Germany
INV011557,PROD4970,Tablet Cover,2,2023-11-08,154.11,6656,Germany
INV011557,PROD2984,Tablet,2,2023-11-08,102.47,6656,Germany
INV011558,PROD7933,Bluetooth Speaker,3,2023-05-27,130.89,4131,UK
INV011558,PROD0672,Stylus Pen,1,2023-05-27,88.15,4131,UK
INV011558,PROD2354,Phone Case,2,2023-05-27,53.46,4131,UK
INV011558,PROD9731,USB Drive,4,2023-05-27,74.88,4131,UK
INV011558,PROD3803,Charger,3,2023-05-27,7.31,4131,UK
INV011559,PROD1496,Gaming Chair,2,2023-03-30,19.4,6776,France
INV011559,PROD7852,Coffee Mug,4,2023-03-30,144.96,6776,France
INV011559,PROD8790,Pen Set,3,2023-03-30,126.23,6776,France
INV011559,PROD2984,Tablet,4,2023-03-30,38.13,6776,France
INV011560,PROD1962,Notebook,2,2023-08-08,45.28,2404,Germany
INV011561,PROD1615,Laptop,4,2023-02-20,21.65,6992,UK
INV011562,PROD7852,Coffee Mug,1,2023-03-11,87.05,3787,France
INV011562,PROD1496,Gaming Chair,2,2023-03-11,28.39,3787,France
INV011562,PROD7933,Bluetooth Speaker,1,2023-03-11,179.16,3787,France
INV011562,PROD6553,Water Bottle,4,2023-03-11,109.08,3787,France
INV011563,PROD7703,Headphones,2,2023-05-26,115.71,6412,UK
INV011563,PROD4418,Webcam,2,2023-05-26,126.75,6412,UK
INV011563,PROD1690,Monitor,3,2023-05-26,189.38,6412,UK
INV011564,PROD1690,Monitor,1,2023-01-22,145.42,3920,France
INV011565,PROD9858,Screen Protector,3,2023-09-17,104.74,3808,USA
INV011565,PROD3746,Keyboard,2,2023-09-17,91.52,3808,USA
INV011566,PROD4129,Power Bank,1,2024-02-13,28.04,8549,USA
INV011566,PROD2354,Phone Case,4,2024-02-13,9.81,8549,USA
INV011567,PROD4418,Webcam,1,2023-01-14,79.78,6833,UK
INV011567,PROD7703,Headphones,2,2023-01-14,35.29,6833,UK
INV011567,PROD1690,Monitor,2,2023-01-14,174.19,6833,UK
INV011568,PROD7124,Desk Lamp,3,2023-11-10,189.79,7732,USA
INV011568,PROD0552,Desk Organizer,2,2023-11-10,42.82,7732,USA
INV011569,PROD7124,Desk Lamp,4,2023-10-05,40.34,8097,Canada
INV011569,PROD3803,Charger,3,2023-10-05,47.09,8097,Canada
INV011570,PROD9731,USB Drive,3,2023-08-24,110.31,5364,Canada
INV011570,PROD7703,Headphones,3,2023-08-24,53.07,5364,Canada
INV011570,PROD7852,Coffee Mug,1,2023-08-24,118.51,5364,Canada
INV011571,PROD6663,Stapler,2,2023-04-17,89.35,4729,UK
INV011571,PROD9673,Smartphone,2,2023-04-17,44.17,4729,UK
INV011571,PROD5865,Mouse,2,2023-04-17,26.95,4729,UK
INV011572,PROD0552,Desk Organizer,3,2023-09-13,136.42,1128,UK
INV011572,PROD7124,Desk Lamp,4,2023-09-13,76.31,1128,UK
INV011572,PROD1496,Gaming Chair,2,2023-09-13,128.72,1128,UK
INV011573,PROD1496,Gaming Chair,4,2023-09-17,130.72,4104,UK
INV011573,PROD7703,Headphones,3,2023-09-17,167.71,4104,UK
INV011573,PROD5377,Calendar,2,2023-09-17,196.36,4104,UK
INV011573,PROD1615,Laptop,2,2023-09-17,34.36,4104,UK
INV011573,PROD7124,Desk Lamp,1,2023-09-17,84.43,4104,UK
INV011574,PROD6553,Water Bottle,4,2023-03-08,58.54,3938,UK
INV011574,PROD7852,Coffee Mug,3,2023-03-08,52.99,3938,UK
INV011575,PROD6553,Water Bottle,4,2024-02-29,142.96,7932,UK
INV011576,PROD2984,Tablet,3,2024-02-09,183.37,7376,UK
INV011576,PROD5377,Calendar,1,2024-02-09,57.41,7376,UK
INV011576,PROD5865,Mouse,4,2024-02-09,173.16,7376,UK
INV011577,PROD1962,Notebook,2,2023-08-16,140.08,7587,USA
INV011577,PROD0552,Desk Organizer,4,2023-08-16,189.18,7587,USA
INV011578,PROD1962,Notebook,2,2023-09-11,71.87,5443,Germany
INV011579,PROD0672,Stylus Pen,2,2023-11-06,195.25,3939,UK
INV011579,PROD2984,Tablet,3,2023-11-06,25.73,3939,UK
INV011580,PROD7703,Headphones,3,2023-07-08,73.67,2196,Canada
INV011581,PROD7124,Desk Lamp,4,2023-07-13,115.28,8537,France
INV011582,PROD0523,Paper Clips,1,2023-04-12,48.49,5224,Canada
INV011582,PROD9858,Screen Protector,1,2023-04-12,72.18,5224,Canada
INV011582,PROD1496,Gaming Chair,2,2023-04-12,90.11,5224,Canada
INV011582,PROD7933,Bluetooth Speaker,4,2023-04-12,147.1,5224,Canada
INV011582,PROD7852,Coffee Mug,4,2023-04-12,69.53,5224,Canada
INV011583,PROD2984,Tablet,2,2023-04-09,182.73,9086,Canada
INV011583,PROD0672,Stylus Pen,3,2023-04-09,25.46,9086,Canada
INV011583,PROD4970,Tablet Cover,3,2023-04-09,38.3,9086,Canada
INV011584,PROD1690,Monitor,4,2023-10-06,124.62,6271,Canada
INV011584,PROD9858,Screen Protector,2,2023-10-06,56.33,6271,Canada
INV011585,PROD9858,Screen Protector,3,2023-03-09,17.97,2781,Canada
INV011585,PROD3803,Charger,3,2023-03-09,97.14,2781,Canada
INV011585,PROD9673,Smartphone,2,2023-03-09,79.5,2781,Canada
INV011585,PROD2354,Phone Case,2,2023-03-09,140.85,2781,Canada
INV011586,PROD7124,Desk Lamp,4,2023-09-07,56.25,8649,UK
INV011587,PROD1615,Laptop,2,2023-12-23,96.69,7315,UK
INV011587,PROD5865,Mouse,2,2023-12-23,29.28,7315,UK
INV011588,PROD9673,Smartphone,2,2023-04-22,111.13,4395,USA
INV011588,PROD5377,Calendar,4,2023-04-22,15.0,4395,USA
INV011588,PROD3803,Charger,2,2023-04-22,182.05,4395,USA
INV011589,PROD4970,Tablet Cover,2,2023-04-29,61.32,1477,UK
INV011590,PROD0523,Paper Clips,4,2023-05-13,41.43,2845,UK
INV011590,PROD4129,Power Bank,2,2023-05-13,13.96,2845,UK
INV011590,PROD7933,Bluetooth Speaker,1,2023-05-13,174.25,2845,UK
INV011590,PROD2354,Phone Case,1,2023-05-13,103.31,2845,UK
INV011590,PROD1962,Notebook,1,2023-05-13,18.09,2845,UK
INV011591,PROD3803,Charger,3,2023-09-16,75.95,2200,USA
INV011591,PROD0672,Stylus Pen,4,2023-09-16,82.4,2200,USA
INV011591,PROD1690,Monitor,1,2023-09-16,113.94,2200,USA
INV011592,PROD9858,Screen Protector,3,2023-09-29,41.25,1792,Canada
INV011592,PROD5865,Mouse,3,2023-09-29,118.45,1792,Canada
INV011592,PROD7124,Desk Lamp,4,2023-09-29,113.33,1792,Canada
INV011593,PROD1962,Notebook,4,2024-01-09,136.65,6171,France
INV011594,PROD7852,Coffee Mug,2,2023-02-10,45.9,8048,UK
INV011594,PROD6553,Water Bottle,1,2023-02-10,134.69,8048,UK
INV011595,PROD0552,Desk Organizer,2,2024-02-05,174.81,9974,Germany
INV011595,PROD7124,Desk Lamp,1,2024-02-05,90.56,9974,Germany
INV011596,PROD8790,Pen Set,3,2023-03-09,170.76,8392,UK
INV011596,PROD1962,Notebook,1,2023-03-09,89.31,8392,UK
INV011597,PROD5865,Mouse,1,2023-01-09,140.26,3589,USA
INV011598,PROD1496,Gaming Chair,2,2023-03-17,33.92,2841,Canada
INV011598,PROD0552,Desk Organizer,1,2023-03-17,82.73,2841,Canada
INV011598,PROD7124,Desk Lamp,1,2023-03-17,136.48,2841,Canada
INV011599,PROD4129,Power Bank,4,2023-09-29,91.07,1111,UK
INV011599,PROD4970,Tablet Cover,4,2023-09-29,89.13,1111,UK
INV011599,PROD1962,Notebook,2,2023-09-29,46.24,1111,UK
INV011599,PROD0672,Stylus Pen,4,2023-09-29,168.02,1111,UK
INV011600,PROD9858,Screen Protector,4,2023-08-18,85.8,2526,Canada
INV011601,PROD0552,Desk Organizer,3,2023-07-19,138.54,3354,USA
INV011601,PROD1496,Gaming Chair,3,2023-07-19,149.04,3354,USA
INV011602,PROD1496,Gaming Chair,3,2023-10-29,122.26,3699,France
INV011603,PROD6553,Water Bottle,1,2023-03-15,39.02,6578,UK
INV011603,PROD7852,Coffee Mug,1,2023-03-15,17.61,6578,UK
INV011604,PROD4129,Power Bank,4,2023-07-31,115.14,5441,USA
INV011604,PROD7124,Desk Lamp,1,2023-07-31,50.71,5441,USA
INV011604,PROD5865,Mouse,2,2023-07-31,189.26,5441,USA
INV011604,PROD1615,Laptop,3,2023-07-31,112.11,5441,USA
INV011604,PROD0672,Stylus Pen,2,2023-07-31,17.17,5441,USA
INV011605,PROD2354,Phone Case,1,2024-01-04,116.17,8548,USA
INV011605,PROD9731,USB Drive,1,2024-01-04,46.62,8548,USA
INV011606,PROD1496,Gaming Chair,2,2023-07-08,95.53,1112,USA
INV011606,PROD0552,Desk Organizer,2,2023-07-08,104.98,1112,USA
INV011607,PROD7852,Coffee Mug,1,2023-05-04,102.52,1252,UK
INV011607,PROD6553,Water Bottle,4,2023-05-04,89.52,1252,UK
INV011608,PROD8790,Pen Set,1,2023-02-14,136.38,9632,Germany
INV011608,PROD4970,Tablet Cover,2,2023-02-14,92.24,9632,Germany
INV011609,PROD4418,Webcam,4,2024-02-26,192.38,2314,UK
INV011609,PROD7703,Headphones,3,2024-02-26,137.5,2314,UK
INV011610,PROD4970,Tablet Cover,1,2023-04-16,171.99,5583,France
INV011610,PROD9858,Screen Protector,1,2023-04-16,184.64,5583,France
INV011611,PROD2984,Tablet,1,2023-07-16,137.48,1517,USA
INV011612,PROD1615,Laptop,4,2023-07-14,75.99,6479,UK
INV011613,PROD6553,Water Bottle,4,2023-06-07,24.97,1973,UK
INV011613,PROD9731,USB Drive,3,2023-06-07,146.3,1973,UK
INV011613,PROD5377,Calendar,4,2023-06-07,50.0,1973,UK
INV011613,PROD7933,Bluetooth Speaker,2,2023-06-07,175.16,1973,UK
INV011613,PROD1615,Laptop,4,2023-06-07,49.82,1973,UK
INV011614,PROD0672,Stylus Pen,4,2023-01-28,37.03,9036,France
INV011615,PROD9731,USB Drive,2,2023-06-25,8.43,9697,UK
INV011615,PROD1615,Laptop,2,2023-06-25,172.13,9697,UK
INV011615,PROD1496,Gaming Chair,2,2023-06-25,115.6,9697,UK
INV011615,PROD7124,Desk Lamp,1,2023-06-25,39.97,9697,UK
INV011616,PROD1690,Monitor,4,2024-02-15,147.97,2372,Germany
INV011616,PROD7703,Headphones,2,2024-02-15,101.35,2372,Germany
INV011617,PROD4418,Webcam,4,2023-05-21,38.89,4088,UK
INV011617,PROD7703,Headphones,2,2023-05-21,76.37,4088,UK
INV011617,PROD1690,Monitor,3,2023-05-21,50.07,4088,UK
INV011618,PROD1690,Monitor,4,2023-03-17,13.94,8307,USA
INV011618,PROD2984,Tablet,2,2023-03-17,85.08,8307,USA
INV011619,PROD7852,Coffee Mug,1,2024-01-23,140.34,9219,Germany
